,reads,umis
PZ-MB-TChIC-K562-H3K4me3-T_187,9141,9141
PZ-MB-TChIC-K562-H3K4me3-T_167,2205,2205
PZ-MB-TChIC-K562-H3K4me3-CT_6,3616,3616
PZ-MB-TChIC-K562-H3K4me3-CT_263,5755,5755
PZ-TChIC-K562-SC-H3K27me3-CT_332,21169,21169
PZ-MB-TChIC-K562-H3K4me3-CT_98,4057,4057
PZ-MB-TChIC-K562-H3K4me3-CT_330,8957,8957
PZ-MB-TChIC-K562-H3K4me3-CT_236,4174,4174
PZ-MB-TChIC-K562-H3K4me3-CT_384,3922,3922
PZ-MB-TChIC-K562-H3K4me3-CT_90,8647,8647
PZ-MB-TChIC-K562-H3K4me3-CT_293,1599,1599
PZ-MB-TChIC-K562-H3K4me3-CT_105,6570,6570
PZ-MB-TChIC-K562-H3K4me3-CT_291,2857,2857
PZ-MB-TChIC-K562-H3K4me3-CT_272,2858,2858
PZ-MB-TChIC-K562-H3K4me3-CT_161,6503,6503
PZ-TChIC-K562-SC-H3K27me3-CT_180,21125,21125
PZ-TChIC-K562-SC-H3K27me3-C_383,13672,13672
PZ-TChIC-K562-SC-H3K27me3-CT_352,12134,12134
PZ-TChIC-K562-SC-H3K27me3-CT_236,25677,25677
PZ-TChIC-K562-SC-H3K27me3-C_233,16722,16722
PZ-TChIC-K562-SC-H3K27me3-CT_18,34905,34905
PZ-TChIC-K562-SC-H3K27me3-C_200,16533,16533
PZ-TChIC-K562-SC-H3K27me3-C_274,15404,15404
PZ-TChIC-K562-SC-H3K27me3-C_306,11194,11194
PZ-TChIC-K562-SC-H3K27me3-CT_267,35704,35704
PZ-TChIC-K562-SC-H3K27me3-C_56,13082,13082
PZ-TChIC-K562-SC-H3K27me3-CT_177,21279,21279
PZ-TChIC-K562-SC-H3K27me3-C_226,14180,14180
PZ-TChIC-K562-SC-H3K27me3-CT_116,2751,2751
PZ-TChIC-K562-SC-H3K27me3-CT_42,28092,28092
PZ-MB-TChIC-K562-H3K4me3-T_132,2284,2284
PZ-TChIC-K562-SC-H3K27me3-C_223,29133,29133
PZ-TChIC-K562-SC-H3K27me3-CT_163,6080,6080
PZ-TChIC-K562-SC-H3K27me3-CT_342,21402,21402
PZ-MB-TChIC-K562-H3K4me3-CT_17,5958,5958
PZ-MB-TChIC-K562-H3K4me3-C_306,27687,27687
PZ-TChIC-K562-SC-H3K27me3-CT_40,20251,20251
PZ-TChIC-K562-SC-H3K27me3-C_325,24268,24268
PZ-MB-TChIC-K562-H3K4me3-T_264,5172,5172
PZ-TChIC-K562-SC-H3K27me3-CT_52,18659,18659
PZ-TChIC-K562-SC-H3K27me3-C_217,26995,26995
PZ-TChIC-K562-SC-H3K27me3-CT_226,47701,47701
PZ-TChIC-K562-SC-H3K27me3-C_222,20853,20853
PZ-MB-TChIC-K562-H3K4me3-CT_138,5908,5908
PZ-TChIC-K562-SC-H3K27me3-C_320,18672,18672
PZ-TChIC-K562-SC-H3K27me3-C_187,10499,10499
PZ-TChIC-K562-SC-H3K27me3-CT_312,14380,14380
PZ-MB-TChIC-K562-H3K4me3-T_190,1580,1580
PZ-MB-TChIC-K562-H3K4me3-CT_317,8089,8089
PZ-TChIC-K562-SC-H3K27me3-CT_327,11902,11902
PZ-MB-TChIC-K562-H3K4me3-CT_40,2458,2458
PZ-TChIC-K562-SC-H3K27me3-CT_139,14082,14082
PZ-TChIC-K562-SC-H3K27me3-CT_241,8849,8849
PZ-TChIC-K562-SC-H3K27me3-CT_136,9413,9413
PZ-TChIC-K562-SC-H3K27me3-CT_103,7638,7638
PZ-TChIC-K562-SC-H3K27me3-C_190,8845,8845
PZ-TChIC-K562-SC-H3K27me3-CT_353,20417,20417
PZ-TChIC-K562-SC-H3K27me3-CT_31,12368,12368
PZ-MB-TChIC-K562-H3K4me3-CT_137,9464,9464
PZ-TChIC-K562-SC-H3K27me3-CT_60,11669,11669
PZ-TChIC-K562-SC-H3K27me3-CT_268,19144,19144
PZ-MB-TChIC-K562-H3K4me3-CT_219,1071,1071
PZ-MB-TChIC-K562-H3K4me3-T_294,2237,2237
PZ-MB-TChIC-K562-H3K4me3-T_297,5940,5940
PZ-TChIC-K562-SC-H3K27me3-CT_208,13810,13810
PZ-TChIC-K562-SC-H3K27me3-C_52,22170,22170
PZ-TChIC-K562-SC-H3K27me3-CT_257,21862,21862
PZ-TChIC-K562-SC-H3K27me3-C_276,2512,2512
PZ-TChIC-K562-SC-H3K27me3-T_23,139,139
PZ-MB-TChIC-K562-H3K4me3-CT_234,11668,11668
PZ-TChIC-K562-SC-H3K27me3-CT_200,12534,12534
PZ-MB-TChIC-K562-H3K4me3-C_378,15214,15214
PZ-MB-TChIC-K562-H3K4me3-CT_217,8337,8337
PZ-MB-TChIC-K562-H3K4me3-T_223,3380,3380
PZ-MB-TChIC-K562-H3K4me3-CT_282,6343,6343
PZ-MB-TChIC-K562-H3K4me3-CT_160,6515,6515
PZ-MB-TChIC-K562-H3K4me3-T_234,10207,10207
PZ-MB-TChIC-K562-H3K4me3-T_159,5408,5408
PZ-MB-TChIC-K562-H3K4me3-T_95,3193,3193
PZ-MB-TChIC-K562-H3K4me3-T_332,2830,2830
PZ-MB-TChIC-K562-H3K4me3-T_356,16638,16638
PZ-MB-TChIC-K562-H3K4me3-CT_103,1145,1145
PZ-MB-TChIC-K562-H3K4me3-T_71,4328,4328
PZ-MB-TChIC-K562-H3K4me3-T_278,3228,3228
PZ-TChIC-K562-SC-H3K27me3-T_240,298,298
PZ-MB-TChIC-K562-H3K4me3-CT_261,3414,3414
PZ-MB-TChIC-K562-H3K4me3-CT_10,1664,1664
PZ-MB-TChIC-K562-H3K4me3-CT_209,7945,7945
PZ-TChIC-K562-SC-H3K27me3-T_345,231,231
PZ-MB-TChIC-K562-H3K4me3-CT_304,10863,10863
PZ-MB-TChIC-K562-H3K4me3-T_270,3373,3373
PZ-MB-TChIC-K562-H3K4me3-CT_95,4081,4081
PZ-MB-TChIC-K562-H3K4me3-T_205,1163,1163
PZ-MB-TChIC-K562-H3K4me3-CT_75,1665,1665
PZ-MB-TChIC-K562-H3K4me3-CT_187,5348,5348
PZ-MB-TChIC-K562-H3K4me3-CT_286,1956,1956
PZ-MB-TChIC-K562-H3K4me3-C_62,16519,16519
PZ-MB-TChIC-K562-H3K4me3-CT_46,2239,2239
PZ-MB-TChIC-K562-H3K4me3-C_276,3087,3087
PZ-MB-TChIC-K562-H3K4me3-CT_54,2166,2166
PZ-TChIC-K562-SC-H3K27me3-T_172,216,216
PZ-MB-TChIC-K562-H3K4me3-CT_294,2558,2558
PZ-MB-TChIC-K562-H3K4me3-CT_216,4259,4259
PZ-MB-TChIC-K562-H3K4me3-CT_195,4411,4411
PZ-MB-TChIC-K562-H3K4me3-CT_114,13105,13105
PZ-MB-TChIC-K562-H3K4me3-T_313,10923,10923
PZ-MB-TChIC-K562-H3K4me3-T_335,5181,5181
PZ-MB-TChIC-K562-H3K4me3-CT_8,11823,11823
PZ-MB-TChIC-K562-H3K4me3-CT_260,3624,3624
PZ-MB-TChIC-K562-H3K4me3-CT_141,6194,6194
PZ-MB-TChIC-K562-H3K4me3-CT_3,1774,1774
PZ-MB-TChIC-K562-H3K4me3-CT_4,2273,2273
PZ-MB-TChIC-K562-H3K4me3-T_248,3068,3068
PZ-MB-TChIC-K562-H3K4me3-T_240,2434,2434
PZ-MB-TChIC-K562-H3K4me3-T_158,2825,2825
PZ-MB-TChIC-K562-H3K4me3-CT_331,5560,5560
PZ-MB-TChIC-K562-H3K4me3-T_377,3512,3512
PZ-TChIC-K562-SC-H3K27me3-T_308,173,173
PZ-MB-TChIC-K562-H3K4me3-T_288,4935,4935
PZ-MB-TChIC-K562-H3K4me3-CT_206,1640,1640
PZ-MB-TChIC-K562-H3K4me3-C_35,3082,3082
PZ-MB-TChIC-K562-H3K4me3-CT_203,5530,5530
PZ-MB-TChIC-K562-H3K4me3-CT_113,5239,5239
PZ-MB-TChIC-K562-H3K4me3-CT_337,1555,1555
PZ-MB-TChIC-K562-H3K4me3-CT_357,1468,1468
PZ-MB-TChIC-K562-H3K4me3-CT_298,2819,2819
PZ-MB-TChIC-K562-H3K4me3-CT_55,1492,1492
PZ-MB-TChIC-K562-H3K4me3-CT_368,1188,1188
PZ-MB-TChIC-K562-H3K4me3-T_68,1616,1616
PZ-MB-TChIC-K562-H3K4me3-CT_238,3769,3769
PZ-MB-TChIC-K562-H3K4me3-T_37,2245,2245
PZ-MB-TChIC-K562-H3K4me3-CT_324,2334,2334
PZ-MB-TChIC-K562-H3K4me3-T_64,1309,1309
PZ-MB-TChIC-K562-H3K4me3-CT_16,3878,3878
PZ-MB-TChIC-K562-H3K4me3-CT_379,5431,5431
PZ-MB-TChIC-K562-H3K4me3-C_346,10563,10563
PZ-MB-TChIC-K562-H3K4me3-CT_120,5177,5177
PZ-MB-TChIC-K562-H3K4me3-CT_306,2373,2373
PZ-MB-TChIC-K562-H3K4me3-CT_351,2636,2636
PZ-MB-TChIC-K562-H3K4me3-CT_20,5825,5825
PZ-MB-TChIC-K562-H3K4me3-T_299,4456,4456
PZ-MB-TChIC-K562-H3K4me3-T_268,2020,2020
PZ-MB-TChIC-K562-H3K4me3-CT_289,3784,3784
PZ-MB-TChIC-K562-H3K4me3-CT_199,4044,4044
PZ-MB-TChIC-K562-H3K4me3-CT_91,1814,1814
PZ-MB-TChIC-K562-H3K4me3-CT_36,4121,4121
PZ-MB-TChIC-K562-H3K4me3-T_256,4578,4578
PZ-MB-TChIC-K562-H3K4me3-T_261,4181,4181
PZ-MB-TChIC-K562-H3K4me3-T_345,744,744
PZ-MB-TChIC-K562-H3K4me3-CT_67,4069,4069
PZ-MB-TChIC-K562-H3K4me3-CT_348,2141,2141
PZ-TChIC-K562-SC-H3K27me3-T_238,183,183
PZ-MB-TChIC-K562-H3K4me3-CT_235,1377,1377
PZ-TChIC-K562-SC-H3K27me3-T_89,8239,8239
PZ-MB-TChIC-K562-H3K4me3-T_221,5133,5133
PZ-MB-TChIC-K562-H3K4me3-CT_13,4940,4940
PZ-MB-TChIC-K562-H3K4me3-T_344,1137,1137
PZ-MB-TChIC-K562-H3K4me3-T_140,3483,3483
PZ-MB-TChIC-K562-H3K4me3-T_161,8610,8610
PZ-TChIC-K562-SC-H3K27me3-T_269,137,137
PZ-MB-TChIC-K562-H3K4me3-CT_190,1631,1631
PZ-MB-TChIC-K562-H3K4me3-T_220,1198,1198
PZ-MB-TChIC-K562-H3K4me3-T_347,1394,1394
PZ-MB-TChIC-K562-H3K4me3-T_210,2947,2947
PZ-MB-TChIC-K562-H3K4me3-T_359,2419,2419
PZ-MB-TChIC-K562-H3K4me3-T_160,8229,8229
PZ-MB-TChIC-K562-H3K4me3-CT_189,4380,4380
PZ-MB-TChIC-K562-H3K4me3-CT_92,3662,3662
PZ-MB-TChIC-K562-H3K4me3-CT_110,3377,3377
PZ-MB-TChIC-K562-H3K4me3-CT_84,2193,2193
PZ-TChIC-K562-SC-H3K27me3-T_168,129,129
PZ-MB-TChIC-K562-H3K4me3-T_323,6890,6890
PZ-MB-TChIC-K562-H3K4me3-CT_342,2278,2278
PZ-MB-TChIC-K562-H3K4me3-CT_58,4225,4225
PZ-MB-TChIC-K562-H3K4me3-T_20,2209,2209
PZ-MB-TChIC-K562-H3K4me3-CT_280,3700,3700
PZ-MB-TChIC-K562-H3K4me3-C_234,1166,1166
PZ-TChIC-K562-SC-H3K27me3-T_297,163,163
PZ-MB-TChIC-K562-H3K4me3-T_346,310,310
PZ-MB-TChIC-K562-H3K4me3-CT_94,3164,3164
PZ-MB-TChIC-K562-H3K4me3-CT_186,11916,11916
PZ-MB-TChIC-K562-H3K4me3-CT_39,4862,4862
PZ-MB-TChIC-K562-H3K4me3-CT_222,5135,5135
PZ-MB-TChIC-K562-H3K4me3-CT_269,3079,3079
PZ-MB-TChIC-K562-H3K4me3-CT_323,3976,3976
PZ-MB-TChIC-K562-H3K4me3-CT_350,1858,1858
PZ-MB-TChIC-K562-H3K4me3-CT_164,2071,2071
PZ-MB-TChIC-K562-H3K4me3-T_24,2443,2443
PZ-MB-TChIC-K562-H3K4me3-T_298,2398,2398
PZ-MB-TChIC-K562-H3K4me3-CT_154,6814,6814
PZ-TChIC-K562-SC-H3K27me3-C_46,3538,3538
PZ-MB-TChIC-K562-H3K4me3-T_212,7102,7102
PZ-MB-TChIC-K562-H3K4me3-CT_265,4823,4823
PZ-MB-TChIC-K562-H3K4me3-CT_345,1699,1699
PZ-MB-TChIC-K562-H3K4me3-T_304,9245,9245
PZ-MB-TChIC-K562-H3K4me3-CT_354,2367,2367
PZ-TChIC-K562-SC-H3K27me3-T_213,103,103
PZ-MB-TChIC-K562-H3K4me3-CT_271,6341,6341
PZ-MB-TChIC-K562-H3K4me3-CT_136,2148,2148
PZ-MB-TChIC-K562-H3K4me3-CT_31,4051,4051
PZ-MB-TChIC-K562-H3K4me3-CT_166,3599,3599
PZ-MB-TChIC-K562-H3K4me3-CT_378,2619,2619
PZ-MB-TChIC-K562-H3K4me3-T_360,2807,2807
PZ-MB-TChIC-K562-H3K4me3-CT_223,3085,3085
PZ-MB-TChIC-K562-H3K4me3-CT_207,11790,11790
PZ-MB-TChIC-K562-H3K4me3-CT_86,3431,3431
PZ-TChIC-K562-SC-H3K27me3-T_132,107,107
PZ-TChIC-K562-SC-H3K27me3-T_61,173,173
PZ-MB-TChIC-K562-H3K4me3-T_244,840,840
PZ-MB-TChIC-K562-H3K4me3-CT_119,2645,2645
PZ-TChIC-K562-SC-H3K27me3-T_43,206,206
PZ-MB-TChIC-K562-H3K4me3-CT_212,5787,5787
PZ-TChIC-K562-SC-H3K27me3-T_71,594,594
PZ-MB-TChIC-K562-H3K4me3-CT_334,5648,5648
PZ-MB-TChIC-K562-H3K4me3-CT_308,1854,1854
PZ-MB-TChIC-K562-H3K4me3-CT_126,6481,6481
PZ-MB-TChIC-K562-H3K4me3-CT_355,2676,2676
PZ-MB-TChIC-K562-H3K4me3-CT_292,4955,4955
PZ-MB-TChIC-K562-H3K4me3-CT_279,12383,12383
PZ-MB-TChIC-K562-H3K4me3-CT_42,752,752
PZ-MB-TChIC-K562-H3K4me3-CT_153,2853,2853
PZ-MB-TChIC-K562-H3K4me3-CT_148,2499,2499
PZ-MB-TChIC-K562-H3K4me3-CT_329,5541,5541
PZ-MB-TChIC-K562-H3K4me3-CT_243,3266,3266
PZ-MB-TChIC-K562-H3K4me3-CT_142,3980,3980
PZ-MB-TChIC-K562-H3K4me3-T_255,6578,6578
PZ-MB-TChIC-K562-H3K4me3-CT_146,2146,2146
PZ-MB-TChIC-K562-H3K4me3-CT_290,1643,1643
PZ-MB-TChIC-K562-H3K4me3-T_265,2637,2637
PZ-MB-TChIC-K562-H3K4me3-T_112,2121,2121
PZ-MB-TChIC-K562-H3K4me3-CT_340,1765,1765
PZ-TChIC-K562-SC-H3K27me3-T_301,136,136
PZ-MB-TChIC-K562-H3K4me3-CT_296,6122,6122
PZ-MB-TChIC-K562-H3K4me3-CT_9,5285,5285
PZ-MB-TChIC-K562-H3K4me3-CT_339,4064,4064
PZ-MB-TChIC-K562-H3K4me3-T_353,682,682
PZ-TChIC-K562-SC-H3K27me3-CT_246,16112,16112
PZ-TChIC-K562-SC-H3K27me3-T_273,418,418
PZ-TChIC-K562-SC-H3K27me3-CT_98,15111,15111
PZ-TChIC-K562-SC-H3K27me3-CT_190,11162,11162
PZ-TChIC-K562-SC-H3K27me3-CT_91,8981,8981
PZ-MB-TChIC-K562-H3K4me3-T_211,8365,8365
PZ-MB-TChIC-K562-H3K4me3-T_201,2337,2337
PZ-MB-TChIC-K562-H3K4me3-T_222,11396,11396
PZ-MB-TChIC-K562-H3K4me3-CT_237,3602,3602
PZ-MB-TChIC-K562-H3K4me3-T_363,7328,7328
PZ-MB-TChIC-K562-H3K4me3-T_208,2567,2567
PZ-MB-TChIC-K562-H3K4me3-T_85,2833,2833
PZ-MB-TChIC-K562-H3K4me3-T_219,2233,2233
PZ-MB-TChIC-K562-H3K4me3-CT_70,2244,2244
PZ-MB-TChIC-K562-H3K4me3-CT_12,343,343
PZ-MB-TChIC-K562-H3K4me3-CT_132,2800,2800
PZ-MB-TChIC-K562-H3K4me3-T_139,5608,5608
PZ-MB-TChIC-K562-H3K4me3-CT_109,5176,5176
PZ-MB-TChIC-K562-H3K4me3-CT_80,3619,3619
PZ-MB-TChIC-K562-H3K4me3-T_134,5607,5607
PZ-MB-TChIC-K562-H3K4me3-CT_228,7128,7128
PZ-MB-TChIC-K562-H3K4me3-T_285,7598,7598
PZ-TChIC-K562-SC-H3K27me3-T_323,150,150
PZ-MB-TChIC-K562-H3K4me3-CT_64,2386,2386
PZ-MB-TChIC-K562-H3K4me3-T_155,2993,2993
PZ-MB-TChIC-K562-H3K4me3-CT_66,1820,1820
PZ-MB-TChIC-K562-H3K4me3-T_130,3991,3991
PZ-MB-TChIC-K562-H3K4me3-T_128,7059,7059
PZ-MB-TChIC-K562-H3K4me3-T_357,782,782
PZ-MB-TChIC-K562-H3K4me3-T_143,5862,5862
PZ-MB-TChIC-K562-H3K4me3-CT_210,2567,2567
PZ-MB-TChIC-K562-H3K4me3-T_277,3438,3438
PZ-MB-TChIC-K562-H3K4me3-CT_175,3892,3892
PZ-MB-TChIC-K562-H3K4me3-T_63,2289,2289
PZ-MB-TChIC-K562-H3K4me3-T_84,2585,2585
PZ-MB-TChIC-K562-H3K4me3-T_93,2719,2719
PZ-MB-TChIC-K562-H3K4me3-T_311,4072,4072
PZ-MB-TChIC-K562-H3K4me3-T_40,1994,1994
PZ-MB-TChIC-K562-H3K4me3-CT_213,4043,4043
PZ-MB-TChIC-K562-H3K4me3-CT_18,4677,4677
PZ-MB-TChIC-K562-H3K4me3-T_172,6850,6850
PZ-MB-TChIC-K562-H3K4me3-CT_231,7099,7099
PZ-MB-TChIC-K562-H3K4me3-T_199,3595,3595
PZ-MB-TChIC-K562-H3K4me3-CT_41,2735,2735
PZ-TChIC-K562-SC-H3K27me3-T_284,110,110
PZ-MB-TChIC-K562-H3K4me3-T_59,1881,1881
PZ-MB-TChIC-K562-H3K4me3-T_148,795,795
PZ-MB-TChIC-K562-H3K4me3-T_129,10610,10610
PZ-MB-TChIC-K562-H3K4me3-CT_314,6518,6518
PZ-MB-TChIC-K562-H3K4me3-T_114,6319,6319
PZ-MB-TChIC-K562-H3K4me3-T_383,1265,1265
PZ-TChIC-K562-SC-H3K27me3-T_319,178,178
PZ-MB-TChIC-K562-H3K4me3-CT_62,1318,1318
PZ-MB-TChIC-K562-H3K4me3-CT_375,1956,1956
PZ-MB-TChIC-K562-H3K4me3-CT_244,2301,2301
PZ-MB-TChIC-K562-H3K4me3-T_126,938,938
PZ-TChIC-K562-SC-H3K27me3-C_302,6590,6590
PZ-MB-TChIC-K562-H3K4me3-T_192,7056,7056
PZ-MB-TChIC-K562-H3K4me3-T_216,3298,3298
PZ-TChIC-K562-SC-H3K27me3-C_198,7510,7510
PZ-TChIC-K562-SC-H3K27me3-T_131,203,203
PZ-MB-TChIC-K562-H3K4me3-CT_381,1566,1566
PZ-MB-TChIC-K562-H3K4me3-CT_89,2750,2750
PZ-MB-TChIC-K562-H3K4me3-T_18,2121,2121
PZ-MB-TChIC-K562-H3K4me3-CT_147,2142,2142
PZ-MB-TChIC-K562-H3K4me3-CT_274,1218,1218
PZ-MB-TChIC-K562-H3K4me3-T_41,3618,3618
PZ-MB-TChIC-K562-H3K4me3-CT_380,1706,1706
PZ-MB-TChIC-K562-H3K4me3-T_180,6003,6003
PZ-MB-TChIC-K562-H3K4me3-T_147,548,548
PZ-MB-TChIC-K562-H3K4me3-T_107,2422,2422
PZ-MB-TChIC-K562-H3K4me3-CT_156,4010,4010
PZ-MB-TChIC-K562-H3K4me3-T_283,469,469
PZ-MB-TChIC-K562-H3K4me3-CT_27,2700,2700
PZ-MB-TChIC-K562-H3K4me3-T_162,6955,6955
PZ-MB-TChIC-K562-H3K4me3-CT_130,7429,7429
PZ-MB-TChIC-K562-H3K4me3-CT_365,6815,6815
PZ-MB-TChIC-K562-H3K4me3-T_22,879,879
PZ-MB-TChIC-K562-H3K4me3-CT_53,3325,3325
PZ-MB-TChIC-K562-H3K4me3-T_366,11021,11021
PZ-MB-TChIC-K562-H3K4me3-CT_22,2758,2758
PZ-MB-TChIC-K562-H3K4me3-CT_311,3011,3011
PZ-MB-TChIC-K562-H3K4me3-CT_349,1797,1797
PZ-MB-TChIC-K562-H3K4me3-T_164,3018,3018
PZ-MB-TChIC-K562-H3K4me3-CT_172,6040,6040
PZ-MB-TChIC-K562-H3K4me3-T_65,1238,1238
PZ-MB-TChIC-K562-H3K4me3-CT_47,1985,1985
PZ-MB-TChIC-K562-H3K4me3-CT_124,9509,9509
PZ-MB-TChIC-K562-H3K4me3-CT_93,2216,2216
PZ-MB-TChIC-K562-H3K4me3-T_106,1326,1326
PZ-MB-TChIC-K562-H3K4me3-T_358,5078,5078
PZ-MB-TChIC-K562-H3K4me3-CT_134,4017,4017
PZ-MB-TChIC-K562-H3K4me3-CT_360,1923,1923
PZ-MB-TChIC-K562-H3K4me3-CT_115,3378,3378
PZ-MB-TChIC-K562-H3K4me3-T_262,3610,3610
PZ-MB-TChIC-K562-H3K4me3-CT_108,3525,3525
PZ-MB-TChIC-K562-H3K4me3-T_43,2068,2068
PZ-MB-TChIC-K562-H3K4me3-CT_26,1766,1766
PZ-MB-TChIC-K562-H3K4me3-T_14,1674,1674
PZ-MB-TChIC-K562-H3K4me3-T_293,2130,2130
PZ-MB-TChIC-K562-H3K4me3-T_19,721,721
PZ-MB-TChIC-K562-H3K4me3-CT_333,1977,1977
PZ-MB-TChIC-K562-H3K4me3-T_333,5829,5829
PZ-MB-TChIC-K562-H3K4me3-T_5,5970,5970
PZ-MB-TChIC-K562-H3K4me3-CT_315,2399,2399
PZ-MB-TChIC-K562-H3K4me3-CT_30,801,801
PZ-MB-TChIC-K562-H3K4me3-T_153,2606,2606
PZ-TChIC-K562-SC-H3K27me3-T_155,111,111
PZ-MB-TChIC-K562-H3K4me3-T_70,1997,1997
PZ-MB-TChIC-K562-H3K4me3-T_250,3258,3258
PZ-MB-TChIC-K562-H3K4me3-T_226,8548,8548
PZ-MB-TChIC-K562-H3K4me3-T_301,2695,2695
PZ-MB-TChIC-K562-H3K4me3-T_361,7247,7247
PZ-MB-TChIC-K562-H3K4me3-T_251,1462,1462
PZ-MB-TChIC-K562-H3K4me3-C_253,4372,4372
PZ-MB-TChIC-K562-H3K4me3-T_120,1993,1993
PZ-MB-TChIC-K562-H3K4me3-T_218,2617,2617
PZ-MB-TChIC-K562-H3K4me3-T_229,3743,3743
PZ-MB-TChIC-K562-H3K4me3-T_78,1463,1463
PZ-TChIC-K562-SC-H3K27me3-T_233,129,129
PZ-TChIC-K562-SC-H3K27me3-C_55,16410,16410
PZ-TChIC-K562-SC-H3K27me3-CT_77,8019,8019
PZ-MB-TChIC-K562-H3K4me3-CT_149,4764,4764
PZ-MB-TChIC-K562-H3K4me3-CT_251,3235,3235
PZ-MB-TChIC-K562-H3K4me3-T_374,1919,1919
PZ-MB-TChIC-K562-H3K4me3-T_206,1668,1668
PZ-MB-TChIC-K562-H3K4me3-T_152,4353,4353
PZ-MB-TChIC-K562-H3K4me3-T_149,2379,2379
PZ-MB-TChIC-K562-H3K4me3-CT_201,3800,3800
PZ-MB-TChIC-K562-H3K4me3-T_308,2876,2876
PZ-TChIC-K562-SC-H3K27me3-T_120,288,288
PZ-MB-TChIC-K562-H3K4me3-T_6,1776,1776
PZ-MB-TChIC-K562-H3K4me3-T_189,2992,2992
PZ-TChIC-K562-SC-H3K27me3-CT_244,13457,13457
PZ-TChIC-K562-SC-H3K27me3-C_12,6987,6987
PZ-MB-TChIC-K562-H3K4me3-T_53,359,359
PZ-TChIC-K562-SC-H3K27me3-C_7,15356,15356
PZ-TChIC-K562-SC-H3K27me3-CT_293,12613,12613
PZ-MB-TChIC-K562-H3K4me3-T_349,938,938
PZ-MB-TChIC-K562-H3K4me3-T_380,1161,1161
PZ-MB-TChIC-K562-H3K4me3-T_282,9064,9064
PZ-TChIC-K562-SC-H3K27me3-T_107,185,185
PZ-TChIC-K562-SC-H3K27me3-CT_337,5833,5833
PZ-MB-TChIC-K562-H3K4me3-T_306,2385,2385
PZ-TChIC-K562-SC-H3K27me3-CT_232,9238,9238
PZ-TChIC-K562-SC-H3K27me3-CT_335,19957,19957
PZ-MB-TChIC-K562-H3K4me3-T_260,2015,2015
PZ-MB-TChIC-K562-H3K4me3-T_245,516,516
PZ-MB-TChIC-K562-H3K4me3-CT_152,3187,3187
PZ-MB-TChIC-K562-H3K4me3-T_305,5777,5777
PZ-MB-TChIC-K562-H3K4me3-T_47,888,888
PZ-TChIC-K562-SC-H3K27me3-C_287,2691,2691
PZ-TChIC-K562-SC-H3K27me3-C_101,511,511
PZ-TChIC-K562-SC-H3K27me3-CT_258,5623,5623
PZ-TChIC-K562-SC-H3K27me3-C_253,3008,3008
PZ-MB-TChIC-K562-H3K4me3-T_280,5531,5531
PZ-MB-TChIC-K562-H3K4me3-CT_363,4165,4165
PZ-MB-TChIC-K562-H3K4me3-T_197,1207,1207
PZ-TChIC-K562-SC-H3K27me3-CT_302,3216,3216
PZ-MB-TChIC-K562-H3K4me3-T_127,3065,3065
PZ-MB-TChIC-K562-H3K4me3-T_141,2814,2814
PZ-MB-TChIC-K562-H3K4me3-T_39,4676,4676
PZ-MB-TChIC-K562-H3K4me3-T_372,2769,2769
PZ-MB-TChIC-K562-H3K4me3-T_259,5455,5455
PZ-TChIC-K562-SC-H3K27me3-CT_165,9466,9466
PZ-MB-TChIC-K562-H3K4me3-T_191,5336,5336
PZ-MB-TChIC-K562-H3K4me3-T_11,962,962
PZ-TChIC-K562-SC-H3K27me3-C_82,59,59
PZ-MB-TChIC-K562-H3K4me3-T_215,1045,1045
PZ-MB-TChIC-K562-H3K4me3-T_287,498,498
PZ-MB-TChIC-K562-H3K4me3-T_296,1407,1407
PZ-MB-TChIC-K562-H3K4me3-T_46,1352,1352
PZ-MB-TChIC-K562-H3K4me3-T_178,5317,5317
PZ-MB-TChIC-K562-H3K4me3-T_156,1634,1634
PZ-MB-TChIC-K562-H3K4me3-T_375,1955,1955
PZ-MB-TChIC-K562-H3K4me3-CT_83,3615,3615
PZ-MB-TChIC-K562-H3K4me3-CT_50,2222,2222
PZ-TChIC-K562-SC-H3K27me3-C_25,33,33
PZ-MB-TChIC-K562-H3K4me3-T_76,3531,3531
PZ-MB-TChIC-K562-H3K4me3-C_72,2351,2351
PZ-MB-TChIC-K562-H3K4me3-T_336,1304,1304
PZ-MB-TChIC-K562-H3K4me3-CT_287,613,613
PZ-MB-TChIC-K562-H3K4me3-T_343,671,671
PZ-MB-TChIC-K562-H3K4me3-CT_200,1416,1416
PZ-MB-TChIC-K562-H3K4me3-CT_312,3303,3303
PZ-MB-TChIC-K562-H3K4me3-CT_165,3578,3578
PZ-MB-TChIC-K562-H3K4me3-T_119,2647,2647
PZ-MB-TChIC-K562-H3K4me3-T_339,2141,2141
PZ-MB-TChIC-K562-H3K4me3-T_94,2600,2600
PZ-MB-TChIC-K562-H3K4me3-CT_79,245,245
PZ-TChIC-K562-SC-H3K27me3-T_125,340,340
PZ-MB-TChIC-K562-H3K4me3-T_209,6406,6406
PZ-MB-TChIC-K562-H3K4me3-CT_245,2767,2767
PZ-MB-TChIC-K562-H3K4me3-CT_270,4086,4086
PZ-MB-TChIC-K562-H3K4me3-CT_198,429,429
PZ-MB-TChIC-K562-H3K4me3-T_232,6549,6549
PZ-TChIC-K562-SC-H3K27me3-T_167,134,134
