index,trajectories,ect1_ld,ect2_ld,ect3_ld,mes1_ld,mes2_ld,mes3_ld,pluri1_ld,pluri2_ld,endo1_ld
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_145,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_189,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_384,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_378,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_54,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_217,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_108,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_15,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_356,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_315,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_210,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_365,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_338,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_131,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_168,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_343,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_106,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_112,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_223,Mesoderm Progenitors 2,,,,Mesoderm Gastd6,,Mesoderm Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_84,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_82,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_50,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_190,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_283,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_364,Pluripotent 2,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_192,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_215,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_243,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_305,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_16,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_104,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_316,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_330,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_36,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_17,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_182,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_93,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_227,x,,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_286,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_130,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_68,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_194,Mesoderm Progenitors 2,,,,Mesoderm Gastd6,,Mesoderm Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_252,Mes3,,,,,,Mesoderm Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_171,x,,,,,,,,Pluripotent Gastd6,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_193,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_70,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_177,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_172,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_48,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_321,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_246,x,,,,,,,,Pluripotent Gastd6,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_239,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_167,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_218,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_132,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_77,Mes1,,,,Mesoderm Gastd6,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_143,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_121,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_133,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_363,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_183,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_60,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_179,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_65,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_248,Pluripotent 2,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_57,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_381,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_103,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_358,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_195,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_39,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_245,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_138,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_371,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_26,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_377,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_344,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_281,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_127,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_202,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_165,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_144,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_234,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_11,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_324,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_129,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_221,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_95,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_328,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_289,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_353,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_367,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_96,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_113,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_285,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_21,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_297,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_86,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_28,Pluripotent 2,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_40,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_216,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_257,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_323,Ect2,,Ectoderm Gastd6,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_181,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_126,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_110,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_169,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_158,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_159,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_301,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_160,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_154,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_137,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_152,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_331,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_293,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_18,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_75,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_20,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_124,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_201,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_380,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_212,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_261,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_61,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_292,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_161,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_3,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_254,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_157,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_89,Mesoderm Progenitors 2,,,,Mesoderm Gastd6,,Mesoderm Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_42,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_354,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_355,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_337,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_99,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_274,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_31,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_51,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_307,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_237,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_59,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_92,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_67,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_282,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_296,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_211,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_38,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_229,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_251,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_188,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_102,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_98,Mes1,,,,Mesoderm Gastd6,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_209,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_339,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_27,Pluripotent,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_208,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_272,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_219,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_238,Pluripotent 2,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_105,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_213,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_13,x,,,,,,,,Pluripotent Gastd6,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_35,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_304,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_22,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_187,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_79,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_174,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_9,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_107,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_88,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_342,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_162,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_4,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_273,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_290,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_115,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_139,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_214,Mes3,,,,,,Mesoderm Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_236,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_232,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_7,x,,,,,,,,Pluripotent Gastd6,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_55,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_45,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_14,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_85,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_256,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_313,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_270,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_185,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_140,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_230,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_176,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_233,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_122,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_280,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_242,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_170,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_327,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_220,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_163,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_175,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_10,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_319,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_253,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_178,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_231,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_199,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_224,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_376,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_191,Ectoderm Progenitors,Ectoderm Gastd6,Ectoderm Gastd6,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_359,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_275,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_267,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_155,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_8,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_366,Pluripotent 2,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_260,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_116,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_255,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_100,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_326,Ect3,,,Ectoderm Gastd6,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_53,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_164,Pluripotent 2,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,Pluripotent Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_123,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_334,End1,,,,,,,,,Endoderm Gastd6
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_80,x,,,,,,,Pluripotent Gastd6,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_259,Mes2,,,,,Mesoderm Gastd6,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_244,Ect1,Ectoderm Gastd6,,,,,,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_222,Mes3,,,,,,Mesoderm Gastd6,,,
PZ-MB-TChIC-Gastd6-rep3-H3K27me3-1_117,Ect3,,,Ectoderm Gastd6,,,,,,
