index,ect1_ct,ect2_ct,ect3_ct,mes1_ct,mes2_ct,mes3_ct,pluri1_ct,pluri2_ct,endo1_ct
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_293,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_109,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_323,,,,,,,,,Parietal Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_38,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_353,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_18,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_136,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_306,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_251,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_67,Roof Plate Neural Tube,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_42,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_355,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_21,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_157,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_165,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_337,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_27,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_98,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_301,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_282,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_28,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_113,Early Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_124,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_92,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_292,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_213,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_221,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_212,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_75,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_332,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_126,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_219,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_62,Early Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_43,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_129,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_331,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_339,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_144,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_229,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_201,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_13,,,Floor Plate Neural Tube,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_277,,,,,,,,,Parietal Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_152,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_354,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_102,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_304,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_344,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_95,Early Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_40,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_159,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_89,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_291,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_51,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_380,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_158,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_96,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_328,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_35,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_20,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_99,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_234,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_216,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_105,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_154,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_31,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_137,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_211,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_61,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_272,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_209,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_59,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_110,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_289,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_160,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_307,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_258,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_237,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_208,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_188,Early Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_86,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_281,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_261,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_202,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_257,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_3,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_297,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_187,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_244,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_214,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_107,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_359,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_162,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_79,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_376,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_185,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_198,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_256,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_231,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_224,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_260,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_174,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_10,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_369,,,,,,,,Epidermis Progenitors,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_259,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_175,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_232,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_329,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_191,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_63,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_233,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_294,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_327,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_326,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_139,,,,,,,,,ExE Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_270,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_176,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_250,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_115,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_117,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_255,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_85,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_32,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_242,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_30,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_155,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_163,,,Floor Plate Neural Tube,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_116,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_88,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_199,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_80,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_236,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_267,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_366,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_319,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_280,,,,,,,,Epidermis Progenitors,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_55,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_220,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_140,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_317,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_230,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_14,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_53,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_290,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_222,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_311,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_45,,,,,,,,,ExE Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_253,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_22,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_164,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_114,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_264,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_249,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_275,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_170,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_4,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_178,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_52,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_81,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_247,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_123,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_334,Early Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-5_122,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_186,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_33,Late Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_302,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_94,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_265,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_320,,,,,,,,,ExE Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_5,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_134,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_156,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_180,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_341,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_312,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_335,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_83,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_74,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_241,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_284,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_6,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_206,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_348,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_322,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_345,Roof Plate Neural Tube,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_298,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_76,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_125,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_2,,,Floor Plate Neural Tube,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_200,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_235,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_300,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_375,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_360,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_240,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_349,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_12,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_197,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_91,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_184,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_141,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_29,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_368,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_150,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_153,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_362,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_46,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_271,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_266,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_351,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_318,,,,,,,,Epidermis Progenitors,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_120,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_37,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_310,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_207,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_204,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_288,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_262,,,,,,,,,Parietal Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_228,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_372,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_58,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_374,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_370,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_135,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_361,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_148,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_299,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_205,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_128,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_166,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K27me3-6_41,,,,,,,,,Visceral Endoderm
